"date","site","name","sif","doy","year"
"2011-10-15","US-KFS","Kansas Field Station",0.228102281689644,288,2011
"2011-11-15","US-KFS","Kansas Field Station",0.0168466549366713,319,2011
"2011-12-15","US-KFS","Kansas Field Station",0.0469500683248043,349,2011
"2012-01-15","US-KFS","Kansas Field Station",-0.0847166106104851,15,2012
"2012-02-15","US-KFS","Kansas Field Station",0.0426175147294998,46,2012
"2012-03-15","US-KFS","Kansas Field Station",0.0590267926454544,75,2012
"2012-04-15","US-KFS","Kansas Field Station",0.459718436002731,106,2012
"2012-05-15","US-KFS","Kansas Field Station",0.662597417831421,136,2012
"2012-06-15","US-KFS","Kansas Field Station",0.580968797206879,167,2012
"2012-07-15","US-KFS","Kansas Field Station",0.502594470977783,197,2012
"2012-08-15","US-KFS","Kansas Field Station",0.372689008712769,228,2012
"2012-09-15","US-KFS","Kansas Field Station",0.404202878475189,259,2012
"2012-10-15","US-KFS","Kansas Field Station",0.133595779538155,289,2012
"2012-11-15","US-KFS","Kansas Field Station",0.0656432956457138,320,2012
"2012-12-15","US-KFS","Kansas Field Station",-0.00541885709390044,350,2012
"2013-01-15","US-KFS","Kansas Field Station",0.00901699438691139,15,2013
"2013-02-15","US-KFS","Kansas Field Station",0.0266995076090097,46,2013
"2013-03-15","US-KFS","Kansas Field Station",0.180497691035271,74,2013
"2013-04-15","US-KFS","Kansas Field Station",0.216907843947411,105,2013
"2013-05-15","US-KFS","Kansas Field Station",0.671689510345459,135,2013
"2013-06-15","US-KFS","Kansas Field Station",0.66204422712326,166,2013
"2013-07-15","US-KFS","Kansas Field Station",0.653857290744781,196,2013
"2013-08-15","US-KFS","Kansas Field Station",0.631951212882996,227,2013
"2013-09-15","US-KFS","Kansas Field Station",0.447961717844009,258,2013
"2013-10-15","US-KFS","Kansas Field Station",0.268998563289642,288,2013
"2013-11-15","US-KFS","Kansas Field Station",0.127738669514656,319,2013
"2013-12-15","US-KFS","Kansas Field Station",0.0680268034338951,349,2013
"2014-01-15","US-KFS","Kansas Field Station",0.0153955593705177,15,2014
"2014-02-15","US-KFS","Kansas Field Station",0.0294719040393829,46,2014
"2014-03-15","US-KFS","Kansas Field Station",0.0865437760949135,74,2014
"2014-04-15","US-KFS","Kansas Field Station",0.194545298814774,105,2014
"2014-05-15","US-KFS","Kansas Field Station",0.451604396104813,135,2014
"2014-06-15","US-KFS","Kansas Field Station",0.869071781635284,166,2014
"2014-07-15","US-KFS","Kansas Field Station",0.912702798843384,196,2014
"2014-08-15","US-KFS","Kansas Field Station",0.431868702173233,227,2014
"2014-09-15","US-KFS","Kansas Field Station",0.31725150346756,258,2014
"2014-10-15","US-KFS","Kansas Field Station",0.23651859164238,288,2014
"2014-11-15","US-KFS","Kansas Field Station",0.0933917313814163,319,2014
"2014-12-15","US-KFS","Kansas Field Station",0.0155340451747179,349,2014
"2015-01-15","US-KFS","Kansas Field Station",0.0715317949652672,15,2015
"2015-02-15","US-KFS","Kansas Field Station",0.128333479166031,46,2015
"2015-03-15","US-KFS","Kansas Field Station",0.0634304583072662,74,2015
"2015-04-15","US-KFS","Kansas Field Station",0.229548290371895,105,2015
"2015-05-15","US-KFS","Kansas Field Station",0.70813250541687,135,2015
"2015-06-15","US-KFS","Kansas Field Station",0.617020130157471,166,2015
"2015-07-15","US-KFS","Kansas Field Station",0.610448002815247,196,2015
"2015-08-15","US-KFS","Kansas Field Station",0.625365853309631,227,2015
"2015-09-15","US-KFS","Kansas Field Station",0.431004494428635,258,2015
"2015-10-15","US-KFS","Kansas Field Station",0.258281409740448,288,2015
"2015-11-15","US-KFS","Kansas Field Station",0.0966005325317383,319,2015
"2015-12-15","US-KFS","Kansas Field Station",0.0911305844783783,349,2015
"2016-01-15","US-KFS","Kansas Field Station",0.031476091593504,15,2016
"2016-02-15","US-KFS","Kansas Field Station",0.1302380412817,46,2016
"2016-03-15","US-KFS","Kansas Field Station",0.106215670704842,75,2016
"2016-04-15","US-KFS","Kansas Field Station",0.119047127664089,106,2016
"2016-05-15","US-KFS","Kansas Field Station",0.513437628746033,136,2016
"2016-06-15","US-KFS","Kansas Field Station",0.552380084991455,167,2016
"2016-07-15","US-KFS","Kansas Field Station",0.724078357219696,197,2016
"2016-08-15","US-KFS","Kansas Field Station",0.600861787796021,228,2016
"2016-09-15","US-KFS","Kansas Field Station",0.422205358743668,259,2016
"2016-10-15","US-KFS","Kansas Field Station",0.228899270296097,289,2016
"2016-11-15","US-KFS","Kansas Field Station",0.129687562584877,320,2016
"2016-12-15","US-KFS","Kansas Field Station",0.0406279489398003,350,2016
"2017-01-15","US-KFS","Kansas Field Station",-0.0647376030683517,15,2017
"2017-02-15","US-KFS","Kansas Field Station",0.0354637689888477,46,2017
"2017-03-15","US-KFS","Kansas Field Station",0.127798855304718,74,2017
"2017-04-15","US-KFS","Kansas Field Station",0.290282040834427,105,2017
"2017-05-15","US-KFS","Kansas Field Station",0.666456878185272,135,2017
"2017-06-15","US-KFS","Kansas Field Station",0.68091869354248,166,2017
"2017-07-15","US-KFS","Kansas Field Station",0.69686371088028,196,2017
"2017-08-15","US-KFS","Kansas Field Station",0.641137897968292,227,2017
"2017-09-15","US-KFS","Kansas Field Station",0.374545693397522,258,2017
"2017-10-15","US-KFS","Kansas Field Station",0.175217255949974,288,2017
"2017-11-15","US-KFS","Kansas Field Station",0.136819407343864,319,2017
"2017-12-15","US-KFS","Kansas Field Station",0.121576264500618,349,2017
"2007-01-15","US-Kon","Konza Prairie LTER ()",0.292915314435959,15,2007
"2007-02-15","US-Kon","Konza Prairie LTER ()",-0.0052709192968905,46,2007
"2007-03-15","US-Kon","Konza Prairie LTER ()",0.0562585406005383,74,2007
"2007-04-15","US-Kon","Konza Prairie LTER ()",0.35185107588768,105,2007
"2007-05-15","US-Kon","Konza Prairie LTER ()",0.542379081249237,135,2007
"2007-06-15","US-Kon","Konza Prairie LTER ()",0.616627395153046,166,2007
"2007-07-15","US-Kon","Konza Prairie LTER ()",0.654870271682739,196,2007
"2007-08-15","US-Kon","Konza Prairie LTER ()",0.552922308444977,227,2007
"2007-09-15","US-Kon","Konza Prairie LTER ()",0.243608832359314,258,2007
"2007-10-15","US-Kon","Konza Prairie LTER ()",0.132976666092873,288,2007
"2007-11-15","US-Kon","Konza Prairie LTER ()",0.0261592585593462,319,2007
"2007-12-15","US-Kon","Konza Prairie LTER ()",0.165234968066216,349,2007
"2008-01-15","US-Kon","Konza Prairie LTER ()",0.15174874663353,15,2008
"2008-02-15","US-Kon","Konza Prairie LTER ()",-0.0369369797408581,46,2008
"2008-03-15","US-Kon","Konza Prairie LTER ()",0.0952443554997444,75,2008
"2008-04-15","US-Kon","Konza Prairie LTER ()",0.204088985919952,106,2008
"2008-05-15","US-Kon","Konza Prairie LTER ()",0.480247318744659,136,2008
"2008-06-15","US-Kon","Konza Prairie LTER ()",0.805240333080292,167,2008
"2008-07-15","US-Kon","Konza Prairie LTER ()",0.79801219701767,197,2008
"2008-08-15","US-Kon","Konza Prairie LTER ()",0.64395272731781,228,2008
"2008-09-15","US-Kon","Konza Prairie LTER ()",0.312864124774933,259,2008
"2008-10-15","US-Kon","Konza Prairie LTER ()",0.236396208405495,289,2008
"2008-11-15","US-Kon","Konza Prairie LTER ()",0.0570343807339668,320,2008
"2008-12-15","US-Kon","Konza Prairie LTER ()",0.0458120405673981,350,2008
"2009-01-15","US-Kon","Konza Prairie LTER ()",-0.0117886364459991,15,2009
"2009-02-15","US-Kon","Konza Prairie LTER ()",0.113043814897537,46,2009
"2009-03-15","US-Kon","Konza Prairie LTER ()",0.134920611977577,74,2009
"2009-04-15","US-Kon","Konza Prairie LTER ()",0.135043129324913,105,2009
"2009-05-15","US-Kon","Konza Prairie LTER ()",0.650673747062683,135,2009
"2009-06-15","US-Kon","Konza Prairie LTER ()",0.654546499252319,166,2009
"2009-07-15","US-Kon","Konza Prairie LTER ()",0.803708016872406,196,2009
"2009-08-15","US-Kon","Konza Prairie LTER ()",0.664358854293823,227,2009
"2009-09-15","US-Kon","Konza Prairie LTER ()",0.351778000593185,258,2009
"2009-10-15","US-Kon","Konza Prairie LTER ()",0.111828155815601,288,2009
"2009-11-15","US-Kon","Konza Prairie LTER ()",0.0533296763896942,319,2009
"2009-12-15","US-Kon","Konza Prairie LTER ()",0.0447000525891781,349,2009
"2010-01-15","US-Kon","Konza Prairie LTER ()",-0.0353882387280464,15,2010
"2010-02-15","US-Kon","Konza Prairie LTER ()",0.0390952229499817,46,2010
"2010-03-15","US-Kon","Konza Prairie LTER ()",0.0697333589196205,74,2010
"2010-04-15","US-Kon","Konza Prairie LTER ()",0.338320374488831,105,2010
"2010-05-15","US-Kon","Konza Prairie LTER ()",0.503554165363312,135,2010
"2010-06-15","US-Kon","Konza Prairie LTER ()",0.545310020446777,166,2010
"2010-07-15","US-Kon","Konza Prairie LTER ()",0.825907707214355,196,2010
"2010-08-15","US-Kon","Konza Prairie LTER ()",0.450956434011459,227,2010
"2010-09-15","US-Kon","Konza Prairie LTER ()",0.340677201747894,258,2010
"2010-10-15","US-Kon","Konza Prairie LTER ()",0.171078458428383,288,2010
"2010-11-15","US-Kon","Konza Prairie LTER ()",0.0772110521793365,319,2010
"2010-12-15","US-Kon","Konza Prairie LTER ()",0.0433281101286411,349,2010
"2011-01-15","US-Kon","Konza Prairie LTER ()",-0.00235649012029171,15,2011
"2011-02-15","US-Kon","Konza Prairie LTER ()",0.029548903927207,46,2011
"2011-03-15","US-Kon","Konza Prairie LTER ()",-0.0269966423511505,74,2011
"2011-04-15","US-Kon","Konza Prairie LTER ()",0.292233437299728,105,2011
"2011-05-15","US-Kon","Konza Prairie LTER ()",0.592137575149536,135,2011
"2011-06-15","US-Kon","Konza Prairie LTER ()",0.592891037464142,166,2011
"2011-07-15","US-Kon","Konza Prairie LTER ()",0.712944626808167,196,2011
"2011-08-15","US-Kon","Konza Prairie LTER ()",0.673111617565155,227,2011
"2011-09-15","US-Kon","Konza Prairie LTER ()",0.343400597572327,258,2011
"2011-10-15","US-Kon","Konza Prairie LTER ()",0.0793953463435173,288,2011
"2011-11-15","US-Kon","Konza Prairie LTER ()",0.0770728066563606,319,2011
"2011-12-15","US-Kon","Konza Prairie LTER ()",-0.0251858830451965,349,2011
"2012-01-15","US-Kon","Konza Prairie LTER ()",0.0549369044601917,15,2012
"2012-02-15","US-Kon","Konza Prairie LTER ()",0.120278462767601,46,2012
"2012-03-15","US-Kon","Konza Prairie LTER ()",0.164713218808174,75,2012
"2012-04-15","US-Kon","Konza Prairie LTER ()",0.484370052814484,106,2012
"2012-05-15","US-Kon","Konza Prairie LTER ()",0.4356769323349,136,2012
"2012-06-15","US-Kon","Konza Prairie LTER ()",0.53793877363205,167,2012
"2012-07-15","US-Kon","Konza Prairie LTER ()",0.448407381772995,197,2012
"2012-08-15","US-Kon","Konza Prairie LTER ()",0.396447211503983,228,2012
"2012-09-15","US-Kon","Konza Prairie LTER ()",0.349398016929626,259,2012
"2012-10-15","US-Kon","Konza Prairie LTER ()",0.0915836691856384,289,2012
"2012-11-15","US-Kon","Konza Prairie LTER ()",0.0699477717280388,320,2012
"2012-12-15","US-Kon","Konza Prairie LTER ()",0.0175083801150322,350,2012
"2013-01-15","US-Kon","Konza Prairie LTER ()",0.0398660376667976,15,2013
"2013-02-15","US-Kon","Konza Prairie LTER ()",0.065544031560421,46,2013
"2013-03-15","US-Kon","Konza Prairie LTER ()",0.10808577388525,74,2013
"2013-04-15","US-Kon","Konza Prairie LTER ()",0.201430663466454,105,2013
"2013-05-15","US-Kon","Konza Prairie LTER ()",0.393020361661911,135,2013
"2013-06-15","US-Kon","Konza Prairie LTER ()",0.614785134792328,166,2013
"2013-07-15","US-Kon","Konza Prairie LTER ()",0.430889964103699,196,2013
"2013-08-15","US-Kon","Konza Prairie LTER ()",0.426604032516479,227,2013
"2013-09-15","US-Kon","Konza Prairie LTER ()",0.31765803694725,258,2013
"2013-10-15","US-Kon","Konza Prairie LTER ()",0.235234618186951,288,2013
"2013-11-15","US-Kon","Konza Prairie LTER ()",0.00710790185257792,319,2013
"2013-12-15","US-Kon","Konza Prairie LTER ()",0.0276819467544556,349,2013
"2014-01-15","US-Kon","Konza Prairie LTER ()",0.123682208359241,15,2014
"2014-02-15","US-Kon","Konza Prairie LTER ()",0.0254065524786711,46,2014
"2014-03-15","US-Kon","Konza Prairie LTER ()",0.0465649738907814,74,2014
"2014-04-15","US-Kon","Konza Prairie LTER ()",0.0828830748796463,105,2014
"2014-05-15","US-Kon","Konza Prairie LTER ()",0.477225601673126,135,2014
"2014-06-15","US-Kon","Konza Prairie LTER ()",0.6236771941185,166,2014
"2014-07-15","US-Kon","Konza Prairie LTER ()",0.568933486938477,196,2014
"2014-08-15","US-Kon","Konza Prairie LTER ()",0.617935121059418,227,2014
"2014-09-15","US-Kon","Konza Prairie LTER ()",0.27643671631813,258,2014
"2014-10-15","US-Kon","Konza Prairie LTER ()",0.162519916892052,288,2014
"2014-11-15","US-Kon","Konza Prairie LTER ()",0.0366616174578667,319,2014
"2014-12-15","US-Kon","Konza Prairie LTER ()",-0.0289145670831203,349,2014
"2015-01-15","US-Kon","Konza Prairie LTER ()",0.0407982207834721,15,2015
"2015-02-15","US-Kon","Konza Prairie LTER ()",0.0099071292206645,46,2015
"2015-03-15","US-Kon","Konza Prairie LTER ()",0.117983788251877,74,2015
"2015-04-15","US-Kon","Konza Prairie LTER ()",0.303993284702301,105,2015
"2015-05-15","US-Kon","Konza Prairie LTER ()",0.457629442214966,135,2015
"2015-06-15","US-Kon","Konza Prairie LTER ()",0.450052618980408,166,2015
"2015-07-15","US-Kon","Konza Prairie LTER ()",0.556438088417053,196,2015
"2015-08-15","US-Kon","Konza Prairie LTER ()",0.506489217281342,227,2015
"2015-09-15","US-Kon","Konza Prairie LTER ()",0.425461322069168,258,2015
"2015-10-15","US-Kon","Konza Prairie LTER ()",0.154677167534828,288,2015
"2015-11-15","US-Kon","Konza Prairie LTER ()",0.115984603762627,319,2015
"2015-12-15","US-Kon","Konza Prairie LTER ()",0.0465176291763783,349,2015
"2016-01-15","US-Kon","Konza Prairie LTER ()",0.010813788510859,15,2016
"2016-02-15","US-Kon","Konza Prairie LTER ()",0.0680792704224586,46,2016
"2016-03-15","US-Kon","Konza Prairie LTER ()",0.126904785633087,75,2016
"2016-04-15","US-Kon","Konza Prairie LTER ()",0.20843043923378,106,2016
"2016-05-15","US-Kon","Konza Prairie LTER ()",0.40044566988945,136,2016
"2016-06-15","US-Kon","Konza Prairie LTER ()",0.553420603275299,167,2016
"2016-07-15","US-Kon","Konza Prairie LTER ()",0.569351315498352,197,2016
"2016-08-15","US-Kon","Konza Prairie LTER ()",0.554574847221375,228,2016
"2016-09-15","US-Kon","Konza Prairie LTER ()",0.424860596656799,259,2016
"2016-10-15","US-Kon","Konza Prairie LTER ()",0.14633797109127,289,2016
"2016-11-15","US-Kon","Konza Prairie LTER ()",0.0714445188641548,320,2016
"2016-12-15","US-Kon","Konza Prairie LTER ()",0.0233909375965595,350,2016
"2017-01-15","US-Kon","Konza Prairie LTER ()",0.00679147243499756,15,2017
"2017-02-15","US-Kon","Konza Prairie LTER ()",-0.0375057458877563,46,2017
"2017-03-15","US-Kon","Konza Prairie LTER ()",0.00413968553766608,74,2017
"2017-04-15","US-Kon","Konza Prairie LTER ()",0.196099981665611,105,2017
"2017-05-15","US-Kon","Konza Prairie LTER ()",0.559172868728638,135,2017
"2017-06-15","US-Kon","Konza Prairie LTER ()",0.51714551448822,166,2017
"2017-07-15","US-Kon","Konza Prairie LTER ()",0.501433134078979,196,2017
"2017-08-15","US-Kon","Konza Prairie LTER ()",0.571432054042816,227,2017
"2017-09-15","US-Kon","Konza Prairie LTER ()",0.213388279080391,258,2017
"2017-10-15","US-Kon","Konza Prairie LTER ()",0.214352175593376,288,2017
"2017-11-15","US-Kon","Konza Prairie LTER ()",-0.00193684396799654,319,2017
"2017-12-15","US-Kon","Konza Prairie LTER ()",0.0230022426694632,349,2017
"2007-01-15","US-SCg","S. Calif. Grassland",-0.00456283614039421,15,2007
"2007-02-15","US-SCg","S. Calif. Grassland",0.0218571182340384,46,2007
"2007-03-15","US-SCg","S. Calif. Grassland",0.111466318368912,74,2007
"2007-04-15","US-SCg","S. Calif. Grassland",0.228352829813957,105,2007
"2007-05-15","US-SCg","S. Calif. Grassland",0.258220493793488,135,2007
"2007-06-15","US-SCg","S. Calif. Grassland",0.199873760342598,166,2007
"2007-07-15","US-SCg","S. Calif. Grassland",0.110060796141624,196,2007
"2007-08-15","US-SCg","S. Calif. Grassland",0.13719767332077,227,2007
"2007-09-15","US-SCg","S. Calif. Grassland",0.0577250458300114,258,2007
"2007-10-15","US-SCg","S. Calif. Grassland",0.0515618734061718,288,2007
"2007-11-15","US-SCg","S. Calif. Grassland",0.116765215992928,319,2007
"2007-12-15","US-SCg","S. Calif. Grassland",0.0412488877773285,349,2007
"2008-01-15","US-SCg","S. Calif. Grassland",0.0440314710140228,15,2008
"2008-02-15","US-SCg","S. Calif. Grassland",0.104930453002453,46,2008
"2008-03-15","US-SCg","S. Calif. Grassland",0.226367756724358,75,2008
"2008-04-15","US-SCg","S. Calif. Grassland",0.267905563116074,106,2008
"2008-05-15","US-SCg","S. Calif. Grassland",0.176263675093651,136,2008
"2008-06-15","US-SCg","S. Calif. Grassland",0.232173293828964,167,2008
"2008-07-15","US-SCg","S. Calif. Grassland",0.273259609937668,197,2008
"2008-08-15","US-SCg","S. Calif. Grassland",0.0980348736047745,228,2008
"2008-09-15","US-SCg","S. Calif. Grassland",0.196302503347397,259,2008
"2008-10-15","US-SCg","S. Calif. Grassland",0.0561143830418587,289,2008
"2008-11-15","US-SCg","S. Calif. Grassland",0.0619359202682972,320,2008
"2008-12-15","US-SCg","S. Calif. Grassland",0.0969462171196938,350,2008
"2009-01-15","US-SCg","S. Calif. Grassland",0.088063009083271,15,2009
"2009-02-15","US-SCg","S. Calif. Grassland",0.0240153260529041,46,2009
"2009-03-15","US-SCg","S. Calif. Grassland",0.279084414243698,74,2009
"2009-04-15","US-SCg","S. Calif. Grassland",0.115141689777374,105,2009
"2009-05-15","US-SCg","S. Calif. Grassland",0.378966689109802,135,2009
"2009-06-15","US-SCg","S. Calif. Grassland",0.285695672035217,166,2009
"2009-07-15","US-SCg","S. Calif. Grassland",0.218681529164314,196,2009
"2009-08-15","US-SCg","S. Calif. Grassland",0.129876032471657,227,2009
"2009-09-15","US-SCg","S. Calif. Grassland",0.0684498623013496,258,2009
"2009-10-15","US-SCg","S. Calif. Grassland",0.118617750704288,288,2009
"2009-11-15","US-SCg","S. Calif. Grassland",0.0758569091558456,319,2009
"2009-12-15","US-SCg","S. Calif. Grassland",0.0889598056674004,349,2009
"2010-01-15","US-SCg","S. Calif. Grassland",0.0217810440808535,15,2010
"2010-02-15","US-SCg","S. Calif. Grassland",0.070393480360508,46,2010
"2010-03-15","US-SCg","S. Calif. Grassland",0.184509783983231,74,2010
"2010-04-15","US-SCg","S. Calif. Grassland",0.203806951642036,105,2010
"2010-05-15","US-SCg","S. Calif. Grassland",0.107998460531235,135,2010
"2010-06-15","US-SCg","S. Calif. Grassland",0.232805296778679,166,2010
"2010-07-15","US-SCg","S. Calif. Grassland",0.152034744620323,196,2010
"2010-08-15","US-SCg","S. Calif. Grassland",0.150614783167839,227,2010
"2010-09-15","US-SCg","S. Calif. Grassland",0.137245744466782,258,2010
"2010-10-15","US-SCg","S. Calif. Grassland",0.100265644490719,288,2010
"2010-11-15","US-SCg","S. Calif. Grassland",0.0403288342058659,319,2010
"2010-12-15","US-SCg","S. Calif. Grassland",0.109561622142792,349,2010
"2011-01-15","US-SCg","S. Calif. Grassland",0.103093393146992,15,2011
"2011-02-15","US-SCg","S. Calif. Grassland",0.0391623601317406,46,2011
"2011-03-15","US-SCg","S. Calif. Grassland",0.141131296753883,74,2011
"2011-04-15","US-SCg","S. Calif. Grassland",0.211045518517494,105,2011
"2011-05-15","US-SCg","S. Calif. Grassland",0.293672114610672,135,2011
"2011-06-15","US-SCg","S. Calif. Grassland",0.300546765327454,166,2011
"2011-07-15","US-SCg","S. Calif. Grassland",0.239588901400566,196,2011
"2011-08-15","US-SCg","S. Calif. Grassland",0.212320163846016,227,2011
"2011-09-15","US-SCg","S. Calif. Grassland",0.117667160928249,258,2011
"2011-10-15","US-SCg","S. Calif. Grassland",0.170207276940346,288,2011
"2011-11-15","US-SCg","S. Calif. Grassland",0.11220495402813,319,2011
"2011-12-15","US-SCg","S. Calif. Grassland",0.140416145324707,349,2011
"2012-01-15","US-SCg","S. Calif. Grassland",0.0791102349758148,15,2012
"2012-02-15","US-SCg","S. Calif. Grassland",0.0271039456129074,46,2012
"2012-03-15","US-SCg","S. Calif. Grassland",0.0860851109027863,75,2012
"2012-04-15","US-SCg","S. Calif. Grassland",0.145401105284691,106,2012
"2012-05-15","US-SCg","S. Calif. Grassland",0.280506134033203,136,2012
"2012-06-15","US-SCg","S. Calif. Grassland",0.237896412611008,167,2012
"2012-07-15","US-SCg","S. Calif. Grassland",0.211266413331032,197,2012
"2012-08-15","US-SCg","S. Calif. Grassland",0.117874160408974,228,2012
"2012-09-15","US-SCg","S. Calif. Grassland",0.0921519473195076,259,2012
"2012-10-15","US-SCg","S. Calif. Grassland",0.0842400789260864,289,2012
"2012-11-15","US-SCg","S. Calif. Grassland",0.0575494803488255,320,2012
"2012-12-15","US-SCg","S. Calif. Grassland",0.0531723015010357,350,2012
"2013-01-15","US-SCg","S. Calif. Grassland",-0.00901275034993887,15,2013
"2013-02-15","US-SCg","S. Calif. Grassland",0.071207083761692,46,2013
"2013-03-15","US-SCg","S. Calif. Grassland",0.184659197926521,74,2013
"2013-04-15","US-SCg","S. Calif. Grassland",0.147743865847588,105,2013
"2013-05-15","US-SCg","S. Calif. Grassland",0.206544741988182,135,2013
"2013-06-15","US-SCg","S. Calif. Grassland",0.158987179398537,166,2013
"2013-07-15","US-SCg","S. Calif. Grassland",0.352887213230133,196,2013
"2013-08-15","US-SCg","S. Calif. Grassland",0.231131568551064,227,2013
"2013-09-15","US-SCg","S. Calif. Grassland",0.15263669192791,258,2013
"2013-10-15","US-SCg","S. Calif. Grassland",0.11836750805378,288,2013
"2013-11-15","US-SCg","S. Calif. Grassland",-0.026627304032445,319,2013
"2013-12-15","US-SCg","S. Calif. Grassland",0.0275419075042009,349,2013
"2014-01-15","US-SCg","S. Calif. Grassland",0.0759807825088501,15,2014
"2014-02-15","US-SCg","S. Calif. Grassland",-0.0578978918492794,46,2014
"2014-03-15","US-SCg","S. Calif. Grassland",0.14459365606308,74,2014
"2014-04-15","US-SCg","S. Calif. Grassland",0.152730792760849,105,2014
"2014-05-15","US-SCg","S. Calif. Grassland",0.172525510191917,135,2014
"2014-06-15","US-SCg","S. Calif. Grassland",0.104316838085651,166,2014
"2014-07-15","US-SCg","S. Calif. Grassland",0.19551682472229,196,2014
"2014-08-15","US-SCg","S. Calif. Grassland",0.178069368004799,227,2014
"2014-09-15","US-SCg","S. Calif. Grassland",-0.00785187166184187,258,2014
"2014-10-15","US-SCg","S. Calif. Grassland",0.118891410529613,288,2014
"2014-11-15","US-SCg","S. Calif. Grassland",0.00336271338164806,319,2014
"2014-12-15","US-SCg","S. Calif. Grassland",0.0626148357987404,349,2014
"2015-01-15","US-SCg","S. Calif. Grassland",0.0402405746281147,15,2015
"2015-02-15","US-SCg","S. Calif. Grassland",0.216908797621727,46,2015
"2015-03-15","US-SCg","S. Calif. Grassland",0.152390941977501,74,2015
"2015-04-15","US-SCg","S. Calif. Grassland",0.131645247340202,105,2015
"2015-05-15","US-SCg","S. Calif. Grassland",0.2563596367836,135,2015
