Date,Count
20170911,1
20170911,1
20170911,3
20170911,2
20170910,1
20170910,2
20170910,2
20170910,2
20170909,1
20170909,3
20170909,1
20170909,3
20170909,2
20170908,2
20170908,10
20170908,2
20170908,20
20170907,13
20170907,3
20170907,1
20170906,10
20170906,1
20170906,1
20170906,1
20170906,1
20170906,1
20170906,1
20170905,16
20170905,1
20170905,2
20170904,2
20170904,7
20170904,2
20170904,1
20170904,1
20170904,2
20170903,1
20170902,1
20170902,6
20170902,1
20170902,1
20170901,1
20170901,2
20170901,1
20170901,26
20170831,7
20170831,1
20170831,19
20170831,1
20170831,2
20170831,1
20170830,120
20170830,1
20170830,6
20170830,2
20170830,2
20170830,1
20170830,1
20170829,1
20170829,3
20170828,1
20170827,1
20170827,2
20170827,5
20170827,1
20170826,1
20170826,1
20170826,7
20170825,1
20170825,12
20170825,1
20170825,3
20170825,1
20170825,1
20170824,2
20170824,7
20170824,1
20170824,1
20170823,1
20170823,1
20170823,1
20170822,1
20170822,1
20170822,1
20170822,1
20170822,3
20170822,1
20170822,1
20170822,1
20170822,1
20170821,2
20170820,11
20170820,1
20170820,1
20170820,1
20170820,7
20170820,9
20170820,1
20170819,1
20170819,2
20170819,3
20170818,1
20170818,1
20170818,1
20170818,1
20170818,2
20170817,1
20170817,1
20170817,3
20170816,1
20170816,1
20170816,1
20170816,5
20170816,1
20170816,3
20170816,2
20170816,1
20170815,1
20170814,1
20170813,1
20170813,1
20170813,2
20170813,2
20170812,1
20170812,1
20170812,1
20170811,1
20170811,1
20170811,4
20170810,18
20170810,1
20170810,2
20170810,1
20170809,35
20170809,1
20170809,1
20170809,2
20170808,1
20170808,4
20170808,1
20170807,2
20170807,2
20170807,1
20170807,1
20170806,8
20170806,1
20170806,1
20170805,3
20170804,1
20170803,1
20170803,1
20170802,3
20170802,1
20170802,1
20170801,8
20170801,4
20170801,1
20170731,1
20170731,5
20170730,1
20170730,4
20170728,1
20170728,4
20170728,3
20170727,1
20170727,8
20170727,2
20170727,1
20170727,1
20170727,1
20170726,1
20170726,1
20170726,4
20170726,1
20170725,1
20170725,16
20170725,1
20170725,2
20170725,1
20170725,1
20170724,4
20170724,1
20170724,1
20170724,4
20170724,1
20170723,10
20170723,1
20170723,3
20170722,1
20170722,5
20170721,1
20170721,1
20170721,1
20170720,1
20170720,1
20170720,9
20170718,1
20170718,1
20170718,1
20170718,24
20170718,1
20170718,4
20170718,1
20170717,1
20170717,1
20170717,1
20170717,1
20170717,2
20170716,1
20170716,1
20170716,1
20170715,1
20170715,6
20170715,6
20170715,15
20170715,1
20170714,1
20170713,1
20170712,3
20170712,1
20170712,1
20170712,1
20170711,3
20170711,1
20170711,1
20170711,5
20170711,1
20170711,1
20170710,1
20170710,1
20170710,2
20170710,1
20170710,7
20170709,1
20170709,1
20170708,20
20170708,35
20170708,2
20170708,20
20170707,1
20170706,1
20170706,3
20170706,1
20170705,1
20170705,1
20170705,1
20170705,1
20170705,6
20170704,49
20170704,1
20170703,4
20170703,10
20170702,1
20170702,1
20170701,9
20170701,3
20170701,3
20170701,2
20170701,1
20170630,60
20170630,1
20170630,1
20170630,10
20170630,1
20170630,3
20170630,4
20170630,4
20170630,1
20170630,2
20170630,2
20170630,1
20170630,1
20170630,10
20170630,3
20170630,1
20170630,1
20170629,1
20170629,1
20170629,1
20170629,1
20170629,1
20170628,1
20170628,1
20170628,29
20170628,1
20170628,2
20170628,1
20170628,1
20170628,2
20170628,10
20170628,10
20170627,1
20170627,1
20170627,7
20170627,2
20170627,1
20170626,3
20170626,1
20170626,2
20170626,1
20170626,1
20170626,10
20170626,2
20170626,1
20170626,2
20170625,52
20170625,2
20170625,1
20170625,2
20170625,1
20170624,1
20170624,1
20170623,1
20170622,1
20170622,6
20170622,1
20170621,1
20170621,18
20170621,5
20170621,1
20170620,3
20170620,1
20170620,1
20170620,1
20170620,1
20170620,1
20170620,2
20170619,7
20170618,7
20170618,9
20170618,1
20170618,3
20170618,1
20170617,110
20170617,5
20170617,0
20170617,0
20170617,2
20170617,1
20170617,1
20170617,1
20170617,1
20170617,1
20170617,1
20170617,1
20170617,11
20170617,2
20170617,1
20170616,1
20170616,1
20170616,5
20170616,8
20170616,12
20170616,8
20170615,3
20170615,4
20170615,126
20170615,1
20170615,1
20170614,1
20170614,5
20170613,1
20170613,1
20170613,1
20170612,1
20170612,1
20170612,2
20170612,2
20170612,1
20170612,1
20170611,1
20170610,8
20170610,52
20170610,8
20170610,1
20170610,1
20170610,1
20170609,1
20170609,1
20170609,1
20170609,1
20170608,1
20170608,1
20170607,1
20170607,9
20170606,1
20170605,7
20170605,5
20170605,15
20170605,4
20170604,19
20170604,2
20170604,9
20170604,2
20170603,4
20170603,1
20170603,4
20170601,1
20170601,1
20170601,3
20170531,44
20170531,1
20170531,1
20170531,1
20170531,13
20170531,12
20170531,10
20170531,1
20170531,2
20170531,5
20170530,1
20170530,1
20170530,1
20170530,1
20170530,2
20170530,4
20170529,1
20170529,20
20170529,1
20170529,1
20170529,1
20170529,10
20170528,1
20170528,1
20170528,2
20170527,20
20170527,57
20170527,1
20170527,1
20170527,1
20170527,1
20170527,7
20170526,1
20170526,82
20170526,1
20170526,1
20170526,1
20170526,2
20170526,2
20170526,10
20170525,1
20170525,1
20170525,2
20170525,1
20170524,1
20170524,1
20170524,1
20170523,1
20170522,1
20170522,1
20170522,1
20170521,1
20170521,1
20170519,1
20170519,2
20170519,1
20170519,1
20170519,156
20170519,1
20170518,1
20170517,2
20170516,1
20170516,1
20170516,2
20170516,1
20170516,1
20170515,1
20170515,1
20170515,20
20170515,1
20170515,1
20170514,8
20170514,1
20170513,1
20170513,1
20170513,1
20170513,1
20170511,1
20170511,1
20170511,1
20170509,1
20170508,11
20170507,82
20170507,102
20170507,1
20170507,11
20170506,1
20170506,1
20170506,1
20170506,1
20170505,1
20170504,1
20170504,2
20170503,1
20170503,19
20170503,1
20170502,1
20170502,1
20170502,1
20170502,1
20170502,8
20170501,6
20170430,1
20170430,2
20170430,1
20170430,6
20170430,1
20170428,1
20170427,8
20170426,15
20170426,1
20170426,1
20170424,23
20170424,1
20170424,1
20170424,1
20170423,1
20170421,1
20170421,1
20170420,1
20170420,1
20170420,3
20170420,1
20170419,1
20170418,30
20170418,4
20170418,10
20170418,7
20170418,17
20170418,28
20170418,35
20170417,1
20170417,1
20170417,1
20170416,33
20170416,2
20170416,7
20170415,5
20170415,1
20170414,1
20170414,1
20170413,1
20170413,97
20170412,1
20170412,5
20170411,3
20170411,1
20170410,1
20170409,1
20170407,1
20170407,1
20170407,1
20170405,1
20170405,1
20170405,1
20170404,1
20170404,1
20170402,1
20170402,1
20170401,1
20170331,3
20170331,5
20170329,3
20170328,6
20170328,4
20170327,1
20170326,1
20170326,1
20170326,3
20170325,1
20170325,1
20170325,1
20170324,11
20170324,4
20170324,1
20170324,1
20170324,1
20170323,5
20170323,130
20170323,1
20170322,1
20170321,1
20170321,1
20170321,68
20170320,10
20170320,1
20170320,2
20170319,1
20170319,2
20170319,3
20170319,10
20170319,1
20170318,8
20170317,42
20170317,1
20170316,1
20170315,1
20170315,1
20170313,2
20170311,1
20170311,1
20170310,1
20170310,1
20170309,11
20170308,3
20170308,1
20170307,1
20170307,1
20170306,1
20170305,22
20170304,6
20170303,1
20170303,1
20170303,1
20170303,25
20170302,1
20170301,1
20170301,30
20170301,1
20170228,1
20170228,1
20170228,5
20170228,2
20170228,1
20170227,1
20170227,1
20170227,1
20170226,1
20170226,1
20170226,12
20170225,1
20170224,1
20170224,1
20170223,7
20170223,14
20170223,1
20170223,2
20170223,1
20170222,1
20170222,1
20170222,3
20170222,13
20170221,12
20170220,1
20170220,74
20170220,1
20170220,1
20170220,1
20170220,1
20170219,6
20170219,118
20170219,2
20170219,1
20170218,3
20170218,2
20170218,3
20170218,1
20170217,1
20170217,1
20170217,1
20170217,1
20170217,1
20170215,1
20170215,1
20170215,9
20170214,7
20170214,1
20170214,1
20170214,1
20170214,1
20170213,6
20170213,1
20170213,1
20170212,2
20170212,1
20170212,1
20170211,1
20170211,1
20170210,1
20170210,1
20170210,1
20170210,3
20170210,1
20170209,5
20170209,1
20170209,1
20170208,1
20170208,1
20170208,1
20170207,13
20170206,1
20170206,1
20170206,1
20170206,1
20170205,1
20170205,1
20170205,1
20170205,1
20170205,1
20170204,3
20170204,1
20170203,7
20170203,1
20170203,1
20170202,3
20170202,1
20170201,1
20170201,1
20170201,1
20170201,1
20170201,1
20170131,5
20170131,1
20170131,1
20170131,5
20170131,2
20170131,3
20170131,1
20170130,3
20170130,1
20170130,1
20170130,1
20170129,2
20170129,1
20170128,2
20170128,1
20170127,1
20170127,3
20170127,1
20170126,8
20170126,1
20170126,2
20170126,1
20170125,2
20170125,1
20170124,4
20170124,10
20170124,68
20170124,1
20170124,1
20170123,1
20170123,1
20170123,1
20170123,17
20170122,2
20170122,1
20170121,1
20170121,5
20170121,1
20170121,1
20170120,1
20170120,7
20170120,9
20170120,3
20170120,1
20170120,1
20170120,1
20170120,2
20170119,1
20170119,5
20170119,2
20170119,3
20170119,2
20170119,10
20170119,1
20170119,32
20170119,1
20170118,3
20170118,1
20170118,1
20170118,1
20170118,1
20170118,1
20170117,4
20170117,6
20170117,1
20170117,1
20170117,1
20170117,1
20170117,1
20170117,1
20170116,1
20170116,3
20170116,3
20170115,1
20170115,1
20170115,1
20170115,1
20170115,1
20170114,176
20170114,1
20170114,3
20170114,15
20170114,1
20170114,1
20170114,2
20170114,1
20170114,1
20170114,1
20170113,3
20170113,1
20170113,1
20170113,1
20170113,1
20170113,3
20170113,4
20170113,2
20170113,2
20170112,14
20170112,1
20170111,1
20170111,1
20170110,1
20170110,1
20170110,1
20170110,1
20170109,1
20170109,1
20170108,1
20170107,1
20170107,1
20170107,1
20170107,3
20170107,2
20170106,2
20170105,1
20170104,3
20170104,5
20170104,3
20170104,1
20170104,2
20170103,1
20170103,1
20170103,1
20170102,1
20170102,1
20170102,1
20170101,2
20170101,1
20161231,18
20161231,2
20161231,18
20161231,2
20161231,4
20161231,2
20161231,1
20161231,2
20161231,3
20161230,1
20161230,1
20161229,3
20161228,1
20161226,12
20161226,1
20161226,1
20161225,1
20161225,3
20161225,1
20161225,6
20161224,1
20161224,1
20161223,1
20161223,61
20161222,58
20161222,47
20161222,1
20161221,1
20161221,7
20161221,1
20161221,3
20161221,1
20161220,1
20161220,2
20161220,2
20161220,2
20161220,12
20161220,6
20161220,3
20161220,2
20161220,1
20161220,1
20161220,1
20161219,5
20161219,1
20161219,2
20161219,5
20161219,1
20161219,4
20161219,3
20161219,1
20161219,4
20161219,5
20161219,1
20161219,1
20161219,2
20161219,2
20161219,1
20161219,1
20161219,2
20161219,3
20161219,1
20161218,20
20161218,1
20161217,1
20161217,1
20161217,1
20161217,1
20161216,5
20161216,1
20161216,2
20161216,1
20161216,1
20161216,1
20161215,18
20161215,1
20161215,1
20161214,2
20161214,20
20161214,1
20161214,1
20161214,1
20161214,2
20161214,2
20161214,1
20161214,1
20161213,2
20161213,3
20161213,87
20161211,6
20161211,15
20161211,1
20161210,1
20161210,8
20161210,1
20161209,1
20161209,2
20161208,1
20161208,10
20161208,1
20161208,1
20161208,1
20161208,2
20161208,6
20161207,2
20161207,1
20161207,7
20161207,20
20161207,1
20161206,5
20161205,30
20161205,11
20161205,4
20161205,3
20161204,2
20161204,20
20161204,4
20161204,4
20161203,2
20161203,5
20161130,1
20161130,1
20161130,1
20161130,1
20161130,1
20161130,15
20161129,1
20161129,1
20161127,1
20161127,1
20161127,1
20161126,8
20161125,1
20161124,1
20161123,1
20161123,28
20161123,1
20161123,1
20161123,1
20161122,7
20161122,1
20161121,1
20161121,1
20161121,1
20161121,1
20161121,1
20161121,1
20161120,1
20161120,2
20161120,1
20161120,2
20161120,5
20161120,2
20161120,1
20161119,1
20161119,1
20161119,1
20161119,1
20161119,2
20161119,1
20161118,9
20161118,5
20161118,1
20161118,1
20161118,1
20161118,2
20161118,3
20161118,1
20161118,2
20161118,3
20161118,2
20161117,1
20161117,25
20161117,2
20161117,1
20161117,1
20161116,1
20161116,4
20161116,103
20161116,1
20161116,1
20161116,3
20161116,2
20161116,4
20161116,2
20161115,3
20161115,99
20161114,135
20161114,6
20161114,3
20161114,1
20161114,3
20161114,4
20161114,2
20161114,1
20161114,4
20161112,1
20161111,1
20161111,10
20161110,1
20161109,26
20161109,1
20161107,5
20161107,1
20161107,1
20161107,3
20161107,1
20161107,1
20161107,2
20161106,19
20161106,1
20161105,22
20161105,1
20161104,1
20161104,1
20161104,1
20161102,60
20161102,128
20161101,111
20161101,2
20161031,1
20161031,6
20161031,7
20161031,2
20161031,1
20161031,5
20161029,1
20161029,3
20161028,1
20161028,6
20161028,1
20161027,34
20161027,1
20161026,1
20161026,97
20161026,10
20161026,30
20161026,29
20161026,10
20161026,10
20161025,29
20161025,1
20161025,1
20161024,2
20161024,1
20161023,44
20161023,1
20161023,1
20161022,1
20161022,1
20161022,30
20161022,1
20161022,1
20161021,1
20161021,1
20161021,3
20161021,13
20161021,14
20161021,14
20161020,2
20161020,30
20161020,6
20161020,1
20161020,3
20161020,1
20161020,6
20161020,5
20161020,2
20161020,12
20161020,5
20161020,1
20161020,2
20161020,1
20161020,1
20161019,9
20161019,1
20161019,1
20161019,1
20161019,3
20161019,1
20161019,6
20161019,2
20161019,2
20161019,2
20161018,1
20161018,1
20161018,1
20161018,1
20161018,1
20161018,1
20161018,1
20161016,5
20161015,1
20161015,1
20161015,1
20161014,1
20161014,1
20161014,17
20161014,1
20161014,1
20161014,1
20161014,1
20161014,1
20161014,1
20161014,2
20161014,2
20161012,1
20161012,1
20161012,4
20161012,1
20161011,1
20161010,1
20161010,1
20161010,1
20161010,30
20161010,6
20161010,5
20161010,3
20161010,6
20161010,2
20161010,2
20161009,1
20161009,1
20161009,1
20161009,2
20161006,1
20161006,1
20161005,3
20161005,10
20161004,0
20161004,6
20161004,28
20161003,11
20161003,10
20161003,30
20161003,1
20161003,1
20161003,1
20161003,1
20161002,1
20161002,1
20161001,7
20160930,1
20160930,1
20160930,1
20160930,5
20160930,1
20160929,27
20160929,14
20160928,18
20160928,1
20160927,1
20160924,1
20160924,1
20160923,1
20160923,1
20160923,1
20160923,1
20160923,1
20160922,1
20160922,1
20160921,1
20160921,1
20160921,20
20160921,1
20160921,1
20160921,288
20160921,7
20160921,1
20160920,1
20160920,1
20160920,1
20160920,1
20160920,2
20160920,3
20160920,1
20160919,1
20160919,1
20160919,2
20160919,2
20160919,1
20160919,2
20160919,1
20160919,25
20160919,1
20160917,1
20160917,1
20160916,8
20160916,1
20160916,1
20160916,2
20160915,1
20160915,1
20160914,5
20160914,1
20160913,1
20160913,1
20160912,1
20160912,1
20160912,1
20160911,1
20160911,6
20160911,1
20160910,1
20160910,1
20160909,1
20160909,1
20160908,1
20160908,2
20160908,1
20160907,4
20160907,1
20160907,1
20160906,1
20160906,1
20160905,7
20160905,1
20160905,7
20160905,5
20160903,1
20160903,1
20160903,1
20160902,3
20160902,3
20160902,1
20160902,1
20160902,1
20160902,2
20160901,1
20160901,1
20160901,1
20160901,1
20160831,6
20160831,3
20160831,1
20160831,5
20160831,7
20160831,10
20160830,1
20160830,2
20160829,1
20160829,3
20160829,2
20160828,1
20160828,1
20160827,1
20160827,1
20160826,1
20160826,1
20160826,1
20160826,1
20160825,1
20160824,1
20160824,1
20160823,7
20160823,1
20160823,1
20160822,1
20160822,1
20160821,3
20160821,1
20160821,1
20160821,1
20160820,1
20160820,1
20160820,3
20160819,1
20160819,2
20160819,1
20160819,2
20160818,7
20160818,3
20160818,8
20160817,3
20160817,1
20160817,1
20160817,7
20160816,1
20160815,1
20160815,1
20160815,1
20160815,3
20160815,2
20160815,2
20160814,2
20160814,1
20160813,1
20160813,2
20160813,2
20160812,1
20160811,6
20160811,9
20160811,1
20160811,2
20160811,1
20160810,1
20160810,1
20160810,1
20160809,1
20160808,1
20160808,1
20160808,1
20160808,1
20160808,1
20160808,1
20160807,1
20160807,1
20160807,1
20160806,1
20160806,1
20160806,1
20160806,1
20160804,1
20160804,3
20160804,1
20160803,2
20160803,2
20160802,21
20160801,8
20160801,1
20160801,1
20160801,1
20160801,1
20160801,6
20160801,6
20160801,1
20160801,1
20160801,3
20160801,1
20160801,5
20160801,7
20160801,1
20160801,5
20160731,1
20160731,4
20160731,120
20160731,1
20160731,1
20160731,10
20160731,1
20160730,9
20160730,1
20160729,1
20160728,1
20160727,1
20160727,1
20160727,1
20160726,1
20160726,1
20160726,1
20160726,1
20160725,1
20160724,1
20160724,1
20160723,1
20160723,26
20160723,1
20160722,10
20160722,18
20160721,1
20160721,1
20160721,2
20160721,1
20160720,3
20160720,2
20160720,1
20160720,0
20160720,22
20160720,1
20160720,1
20160720,3
20160720,2
20160720,1
20160720,1
20160719,1
20160719,1
20160719,1
20160719,1
20160719,4
20160719,1
20160718,1
20160718,3
20160718,3
20160717,1
20160716,1
20160716,1
20160716,1
20160716,1
20160715,1
20160715,1
20160715,2
20160715,4
20160715,1
20160715,28
20160715,1
20160714,1
20160714,1
20160714,6
20160714,2
20160713,7
20160713,1
20160712,1
20160712,4
20160712,21
20160712,1
20160712,1
20160712,5
20160712,1
20160712,3
20160711,1
20160711,1
20160711,15
20160711,1
20160710,3
20160710,1
20160709,1
20160709,4
20160709,2
20160709,3
20160709,1
20160709,1
20160708,1
20160708,1
20160708,1
20160708,1
20160707,2
20160706,1
20160706,1
20160706,1
20160705,1
20160705,1
20160704,1
20160704,1
20160704,1
20160704,1
20160702,17
20160702,1
20160702,2
20160701,1
20160701,1
20160701,3
20160701,1
20160701,1
20160701,1
20160701,3
20160701,1
20160701,1
20160701,2
20160701,1
20160701,1
20160701,1
20160630,10
20160630,1
20160630,15
20160630,3
20160630,1
20160630,1
20160630,3
20160630,1
20160629,1
20160629,1
20160628,1
20160627,1
20160626,1
20160625,1
20160625,6
20160624,17
20160624,2
20160624,1
20160623,1
20160623,1
20160623,1
20160623,1
20160623,1
20160622,1
20160621,9
20160620,11
20160620,1
20160620,1
20160620,1
20160620,3
20160620,2
20160620,1
20160620,5
20160620,1
20160619,8
20160619,1
20160619,6
20160617,1
20160617,1
20160617,2
20160617,1
20160617,11
20160617,2
20160617,4
20160616,1
20160616,1
20160616,1
20160615,19
20160615,1
20160615,1
20160615,3
20160615,1
20160615,3
20160615,3
20160614,9
20160614,1
20160614,2
20160614,2
20160613,1
20160613,1
20160612,34
20160612,3
20160612,1
20160612,1
20160611,1
20160611,2
20160611,3
20160611,1
20160610,1
20160610,1
20160610,1
20160610,1
20160610,1
20160610,1
20160609,1
20160609,1
20160609,2
20160609,2
20160609,1
20160609,1
20160609,1
20160608,6
20160608,1
20160607,1
20160607,1
20160607,1
20160607,1
20160607,1
20160607,1
20160607,1
20160606,1
20160604,1
20160604,1
20160604,1
20160604,2
20160603,339
20160602,1
20160602,3
20160602,1
20160601,1
20160601,1
20160601,1
20160601,1
20160601,3
20160601,2
20160601,1
20160601,1
20160601,2
20160601,1
20160601,1
20160601,2
20160531,1
20160531,1
20160531,1
20160531,1
20160531,1
20160531,2
20160531,1
20160531,1
20160530,1
20160529,245
20160529,1
20160529,1
20160528,1
20160528,1
20160528,47
20160528,1
20160527,1
20160526,550
20160526,9
20160526,1
20160526,1
20160525,1
20160525,10
20160525,6
20160525,255
20160525,0
20160525,1
20160524,1
20160524,1
20160524,1
20160524,4
20160523,1
20160522,1
20160522,1
20160522,1
20160522,1
20160522,1
20160522,1
20160521,10
20160521,2
20160521,3
20160521,5
20160520,1
20160520,1
20160520,9
20160519,1
20160519,45
20160519,1
20160519,2
20160519,3
20160518,1
20160518,1
20160518,2
20160518,1
20160517,1
20160517,1
20160516,1
20160516,1
20160515,1
20160515,1
20160515,1
20160515,2
20160515,6
20160515,2
20160515,1
20160515,1
20160514,1
20160513,1
20160513,1
20160513,1
20160513,57
20160513,2
20160512,1
20160511,1
20160511,1
20160511,20
20160509,1
20160509,1
20160509,1
20160509,1
20160508,1
20160506,1
20160506,1
20160505,1
20160503,1
20160503,1
20160501,7
20160501,1
20160501,1
20160501,3
20160501,3
20160501,3
20160501,2
20160430,1
20160430,5
20160429,84
20160429,1
20160429,20
20160429,9
20160428,1
20160427,13
20160427,1
20160424,1
20160423,1
20160423,1
20160423,3
20160422,1
20160421,1
20160421,1
20160421,1
20160421,1
20160421,2
20160421,2
20160421,1
20160421,2
20160421,3
20160420,1
20160420,2
20160420,2
20160420,5
20160420,3
20160419,1
20160419,1
20160419,3
20160419,1
20160418,1
20160418,1
20160418,1
20160418,3
20160417,32
20160417,2
20160416,6
20160416,3
20160416,2
20160415,1
20160415,1
20160414,1
20160414,1
20160413,2
20160412,4
20160412,1
20160411,3
20160409,1
20160409,1
20160409,9
20160409,459
20160408,1
20160408,1
20160408,5
20160408,7
20160408,1
20160407,1
20160407,2
20160407,1
20160406,1
20160406,2
20160406,1
20160405,1
20160404,1
20160401,1
20160401,1
20160401,1
20160401,1
20160401,2
20160401,1
20160401,1
20160401,1
20160401,1
20160331,1
20160331,9
20160331,4
20160331,1
20160331,1
20160331,1
20160331,2
20160331,3
